Dataset,Method,Dimensions,K-Means Clusters,n_init,random_state,Adjusted Rand Index (ARI),Normalized Mutual Information (NMI),Silhouette Score (SS),SS Sample Size,SS Random State,Explained Variance,Time Taken (seconds)
Medium,Baseline,561,6,10,44050,0.45705265636549425,0.5846829014971449,0.14665636873277021,,,,0.6131774170207791
Medium,PCA,50,6,10,44,0.4556469697312765,0.5841692630160219,0.17404508343349845,,,0.9308630670765421,0.15464674908434972
Medium,Random Projection,50,6,10,44,0.4299894133138378,0.5720506139290252,0.16105196259676177,,,,0.14535716699901968
Medium,Baseline,561,6,10,44100,0.4557828196272473,0.5842791619357577,0.14522332813824454,,,,0.8972231669467874
Medium,PCA,100,6,10,44,0.4555594112084436,0.5841135135010199,0.153678602521486,,,0.9730111912684988,0.4521496249944903
Medium,Random Projection,100,6,10,44,0.4354247497651619,0.5735074517734797,0.15931425766890814,,,,0.2976547919679433
Medium,Baseline,561,6,10,44200,0.454831385509881,0.5832384825706508,0.14448806009274962,,,,0.6999282910255715
Medium,PCA,200,6,10,44,0.4552352294365812,0.583448591060975,0.14675647637718672,,,0.9953591250019421,0.3506096659693867
Medium,Random Projection,200,6,10,44,0.4419920042638009,0.5781556579961825,0.15151377920021983,,,,0.3262989579816349
Medium,Baseline,561,6,10,44500,0.454831385509881,0.5832384825706509,0.14448806009274962,,,,2.329292291018646
Medium,PCA,500,6,10,44,0.455755085259575,0.5842556779696725,0.14532120620473762,,,0.9999999999999994,0.9603381240740418
Medium,Random Projection,500,6,10,44,0.46053209694051667,0.5877696516855285,0.15065269033237746,,,,0.6682591249700636
Large,Baseline,784,10,10,44002,0.348574110496596,0.5124916064771994,0.154402422307664,,,,10.068808334006462
Large,PCA,2,10,10,44,0.26142805692223764,0.41813032393789773,0.3970568063600839,,,0.46739021811509207,0.5321027919999324
Large,Random Projection,2,10,10,44,0.06406472608588422,0.13446949479855483,0.31654320436776495,,,,0.27027591702062637
Large,Baseline,784,10,10,44005,0.3492321034427807,0.5127557678073478,0.1546803609896738,,,,9.999487166991457
Large,PCA,5,10,10,44,0.33591044975339546,0.487597533990456,0.315088696374139,,,0.6157128177289273,0.7166735419887118
Large,Random Projection,5,10,10,44,0.17392054543063365,0.2704266771944414,0.1735412990204107,,,,0.4197125830105506
Large,Baseline,784,10,10,44010,0.34860002924368816,0.5124959660746818,0.15440281245616885,,,,10.052539416006766
Large,PCA,10,10,10,44,0.34811463635495415,0.5106669153646507,0.2928586385316205,,,0.7195458980888265,0.5658116249833256
Large,Random Projection,10,10,10,44,0.2480291763962289,0.36226311879032563,0.14441497973878098,,,,0.559023541980423
Large,Baseline,784,10,10,44020,0.34936482621902837,0.5128523430291035,0.15468147940853344,,,,10.759413167019375
Large,PCA,20,10,10,44,0.3478470571042246,0.5114267459890566,0.24525908242627323,,,0.7848278490948407,0.4795940410112962
Large,Random Projection,20,10,10,44,0.3255507872419944,0.43719994224270353,0.136066800259269,,,,0.5611908750142902
Large,Baseline,784,10,10,44050,0.34940631583467524,0.5128973287236689,0.15468137108767666,,,,10.484056667017285
Large,PCA,50,10,10,44,0.3486042658713619,0.5125340303938634,0.20119120711297503,,,0.8625453344035788,1.1896272920421325
Large,Random Projection,50,10,10,44,0.35023836205728615,0.5026126162577058,0.1410468721571918,,,,0.9899961670744233
Large,Baseline,784,10,10,44100,0.3493056924781105,0.5128296369412216,0.15462173827058207,,,,12.377712750050705
Large,PCA,100,10,10,44,0.3494080144960896,0.5128640365485349,0.18083018965595846,,,0.9123100962431275,1.3930939999991097
Large,Random Projection,100,10,10,44,0.3210638525497255,0.47560421633795547,0.1410794231613553,,,,1.1542343740002252
Large,Baseline,784,10,10,44200,0.3493056924781105,0.5128296369412215,0.15462173827058207,,,,12.24454720801441
Large,PCA,200,10,10,44,0.34848456412052065,0.51241368877734,0.16674483441687377,,,0.9536634114273629,3.482203957042657
Large,Random Projection,200,10,10,44,0.33423310793576444,0.49279773797920856,0.13433518583419643,,,,2.2055535839754157
Large,Baseline,784,10,10,44500,0.3493056924781105,0.5128296369412216,0.15462173827058207,,,,17.272235124954022
Large,PCA,500,10,10,44,0.34940631583467524,0.5128973287236689,0.15645626244139185,,,0.9926156786617941,8.850433833023999
Large,Random Projection,500,10,10,44,0.3448246406325142,0.5079926056012195,0.15536249359808024,,,,6.897455167025328
Small,Baseline,536,2,10,45002,0.0640551480987628,0.05124753272198561,0.053230243103019034,,,,0.014476207958068699
Small,PCA,2,2,10,45,0.0432072155718407,0.03587590435716508,0.3261503255707258,,,0.13244607483378767,0.027006916992831975
Small,Random Projection,2,2,10,45,-0.0016117152463951136,0.0019892403584944062,0.29932592163799254,,,,0.0070112080429680645
Small,Baseline,536,2,10,45005,0.13617686147283758,0.10929581159011004,0.052213153789810354,,,,0.01411937497323379
Small,PCA,5,2,10,45,0.07371728248578019,0.0640261362577239,0.16506720963129742,,,0.30086681308761787,0.010058541025500745
Small,Random Projection,5,2,10,45,-0.0027634446921540514,0.0009959031246273506,0.19848823277931807,,,,0.012142958934418857
Small,Baseline,536,2,10,45010,0.30670751059318874,0.23920310120245422,0.0438877268754863,,,,0.013428542006295174
Small,PCA,10,2,10,45,0.11122341512071797,0.08777556910742097,0.09874605799491279,,,0.5249797312349264,0.00834920903434977
Small,Random Projection,10,2,10,45,0.035871328537755556,0.029852547039543178,0.14153913579479005,,,,0.02834187599364668
Small,Baseline,536,2,10,45020,0.12963157638165074,0.10038342652662843,0.052277517891854676,,,,0.016078374988865107
Small,PCA,20,2,10,45,0.09414851337733253,0.07484192167046264,0.06703140481689257,,,0.8177371489972038,0.036177208996377885
Small,Random Projection,20,2,10,45,-0.0031476663036358195,0.000301006104553258,0.12724077580675855,,,,0.007323625031858683
Small,Baseline,536,2,10,45050,-0.0016356315637095407,0.001974446886646383,0.042910914704138256,,,,0.009779000014532357
Small,PCA,50,2,10,45,0.05101014790740863,0.040567981064223546,0.04468224749853261,,,0.988350260065966,0.012375333986710757
Small,Random Projection,50,2,10,45,0.17799965776184204,0.1375525399049556,0.07410101866022989,,,,0.00764479098143056
Small,Baseline,536,2,10,45100,0.14266853840360472,0.10934337404042899,0.051788982151263735,,,,0.013130375009495765
Small,PCA,100,2,10,45,0.07833880088772036,0.0606629085005952,0.045547295581224265,,,0.9996598162301276,0.015668999985791743
Small,Random Projection,100,2,10,45,0.1706071171197762,0.13034076310531495,0.06223984109497576,,,,0.009318375028669834
Small,Baseline,536,2,10,45200,0.11713028415993187,0.089211141101674,0.047122606728450624,,,,0.014971082971896976
Small,PCA,200,2,10,45,0.07833880088772036,0.0606629085005952,0.045522661955944344,,,0.9999999664458754,0.024112667015288025
Small,Random Projection,200,2,10,45,0.306694634906685,0.23744545049710047,0.05763238522089475,,,,0.01320662599755451
Medium,Baseline,561,6,10,45002,0.4549249500915282,0.5832664512032798,0.14529277283322126,,,,0.8343395419651642
Medium,PCA,2,6,10,45,0.25686846788230766,0.4314175209200403,0.4525272447234826,,,0.6746746270487901,0.07311370800016448
Medium,Random Projection,2,6,10,45,0.10139409638150292,0.14882819104337316,0.3232267610233876,,,,0.059617874037940055
Medium,Baseline,561,6,10,45005,0.45705265636549425,0.5846829014971447,0.14665636873277021,,,,0.7514209159999155
Medium,PCA,5,6,10,45,0.4615026130552991,0.5857304371192716,0.3726274652409319,,,0.751587462654516,0.09379266703035682
Medium,Random Projection,5,6,10,45,0.2631316334545169,0.4180865863442146,0.19104579174719735,,,,0.13566558400634676
Medium,Baseline,561,6,10,45010,0.45505532773619084,0.5834678949106871,0.1445384980882261,,,,0.8706433330080472
Medium,PCA,10,6,10,45,0.4588926279835035,0.5865048572209602,0.2798145706679383,,,0.8050387180555126,0.10753916698740795
Medium,Random Projection,10,6,10,45,0.4384945701280311,0.549613186053148,0.1878133878380427,,,,0.07031716697383672
Medium,Baseline,561,6,10,45020,0.4557828196272473,0.5842791619357578,0.14522332813824454,,,,0.9067767910310067
Medium,PCA,20,6,10,45,0.4545217744229266,0.5831760935133754,0.2213080447630494,,,0.8578471115500221,0.12266174994874746
Medium,Random Projection,20,6,10,45,0.46494108366943976,0.5860002417475966,0.1687040490066262,,,,0.06835295795463026
Medium,Baseline,561,6,10,45050,0.4549249500915282,0.5832664512032798,0.14529277283322126,,,,0.7922219589818269
Medium,PCA,50,6,10,45,0.45787888032516005,0.5853748715649647,0.17544710186848786,,,0.9308630670765421,0.14376429101685062
Medium,Random Projection,50,6,10,45,0.4349486369087367,0.5685897470447785,0.13721912692317917,,,,0.1093522499431856
Medium,Baseline,561,6,10,45100,0.454831385509881,0.5832384825706509,0.14448806009274962,,,,0.879660332982894
Medium,PCA,100,6,10,45,0.45590489567264664,0.5842995743885043,0.15450032705572567,,,0.9730111912684988,0.2947862090659328
Medium,Random Projection,100,6,10,45,0.44040632862969936,0.5751570772130211,0.13592111280977592,,,,0.24299183301627636
Medium,Baseline,561,6,10,45200,0.455755085259575,0.5842556779696726,0.14532120620473768,,,,0.6844024999882095
Medium,PCA,200,6,10,45,0.4563420326867489,0.5842269434417742,0.14716765443001323,,,0.9953591250019421,0.336973708064761
Medium,Random Projection,200,6,10,45,0.44316448453046614,0.5795076693243473,0.14463646102350525,,,,0.2192955840146169
Medium,Baseline,561,6,10,45500,0.45578104087822924,0.58435643009709,0.14566112536808787,,,,0.8408218749682419
Medium,PCA,500,6,10,45,0.4549249500915282,0.5832664512032798,0.14529277283322123,,,0.9999999999999994,0.8837506660493091
Medium,Random Projection,500,6,10,45,0.44135739344940844,0.5787281973097186,0.14606390436987593,,,,1.1955416249693371
Large,Baseline,784,10,10,45002,0.34940631583467524,0.5128973287236688,0.15468137108767666,,,,14.944906249991618
Large,PCA,2,10,10,45,0.2630511964013826,0.4185953818782879,0.39747858745690706,,,0.46739021811509207,0.36918962496565655
Large,Random Projection,2,10,10,45,0.07142845166364391,0.146603339336618,0.3144709627113072,,,,0.6322919160011224
Large,Baseline,784,10,10,45005,0.3750661256767341,0.5131218051109462,0.14343889864484693,,,,9.088787249987945
Large,PCA,5,10,10,45,0.33589754148088485,0.4876030936461431,0.31513977086055456,,,0.6157128177289273,0.563761750003323
Large,Random Projection,5,10,10,45,0.24763500853264112,0.3817725399940731,0.1875176378061061,,,,0.5450570419779979
Large,Baseline,784,10,10,45010,0.34898043599741113,0.5128724449591731,0.15440213569196487,,,,9.49425379204331
Large,PCA,10,10,10,45,0.3480008946004949,0.5105609155649357,0.2928582598624454,,,0.7195458980888265,0.5447552489931695
Large,Random Projection,10,10,10,45,0.2914908373378025,0.43851864274876445,0.15782188229860214,,,,0.28845612407894805
Large,Baseline,784,10,10,45020,0.34858074618235363,0.5124850882563813,0.15440405669959578,,,,7.98231879202649
Large,PCA,20,10,10,45,0.3478291110083546,0.5114177005073386,0.2452535105114958,,,0.7848278490948407,0.6405011249589734
Large,Random Projection,20,10,10,45,0.31128026916486895,0.44979884637192286,0.14303896538290017,,,,0.5856390409753658
Large,Baseline,784,10,10,45050,0.34928490663837664,0.512861708310681,0.15462461762529148,,,,8.792468332976568
Large,PCA,50,10,10,45,0.38687634651610164,0.5307685075588895,0.1975141511762476,,,0.8625453344035788,1.864631291013211
Large,Random Projection,50,10,10,45,0.33835319360630906,0.4900770620865577,0.1358200324860972,,,,1.1828700010082684
Large,Baseline,784,10,10,45100,0.3493660068868045,0.5128146360247711,0.15467281522219295,,,,10.085528124996927
Large,PCA,100,10,10,45,0.34906149460276475,0.5125687337876126,0.18085765702878898,,,0.9123100962431275,1.5956199160427786
Large,Random Projection,100,10,10,45,0.3655429898344065,0.5060192998468067,0.1357983086504846,,,,1.1317353340564296
Large,Baseline,784,10,10,45200,0.3489694163857603,0.5128672227516734,0.1544008249425525,,,,11.286023833032232
Large,PCA,200,10,10,45,0.34936090549734683,0.5128640975875203,0.16699756257520113,,,0.9536634114273629,3.2880008749780245
Large,Random Projection,200,10,10,45,0.3471468225761949,0.5134348819250013,0.15909452654443407,,,,3.348804207984358
Large,Baseline,784,10,10,45500,0.38629803619928055,0.5299603413665824,0.15142617004986347,,,,9.589590957970358
Large,PCA,500,10,10,45,0.38717236057670734,0.5310686640190182,0.15309796847450222,,,0.9926156786617941,6.1018833330017515
Large,Random Projection,500,10,10,45,0.3504203279767866,0.5148467921653634,0.1572610678400707,,,,6.258553876017686
Small,Baseline,536,2,10,46002,0.11737382304076634,0.09824816229584121,0.05406843337839633,,,,0.015593874966725707
Small,PCA,2,2,10,46,0.0432072155718407,0.03587590435716508,0.3260261226779981,,,0.13244285484769286,0.01924379204865545
Small,Random Projection,2,2,10,46,0.0051413574934257725,0.007378456716037934,0.33557419023551127,,,,0.005026001017540693
Small,Baseline,536,2,10,46005,0.032605787278570594,0.028743866975561354,0.047658956692720744,,,,0.009288250003010035
Small,PCA,5,2,10,46,0.06396575333606827,0.04966766787003387,0.1461347507623406,,,0.30085106544719387,0.006132333946879953
Small,Random Projection,5,2,10,46,0.0641594204099903,0.05320444380711165,0.23309342746190767,,,,0.005441832006908953
Small,Baseline,536,2,10,46010,-0.0036904676626419077,0.0004927786910472701,0.04421620792554228,,,,0.00945891602896154
Small,PCA,10,2,10,46,0.11712794178756947,0.08913155994275428,0.09479296089881414,,,0.5249799085157246,0.006994374038185924
Small,Random Projection,10,2,10,46,0.03949941324536822,0.03318691039731335,0.14970191084287815,,,,0.006718707969412208
Small,Baseline,536,2,10,46020,0.11127056844919928,0.08940734534751293,0.05562293312747421,,,,0.011859374993946403
Small,PCA,20,2,10,46,0.09961398156131857,0.0768612235589471,0.06440976308210904,,,0.8177371505152827,0.00861662399256602
Small,Random Projection,20,2,10,46,0.026109035465193203,0.022786615327904568,0.10715384595239465,,,,0.006595750048290938
Small,Baseline,536,2,10,46050,0.09964264585328583,0.07768862793801103,0.044007242113463844,,,,0.009220250009093434
Small,PCA,50,2,10,46,0.06936973954536417,0.07174353708834476,0.05971232334749268,,,0.9883451282802518,0.011795333062764257
Small,Random Projection,50,2,10,46,0.06872168982325828,0.05544877292910636,0.07323262185629542,,,,0.007828792033251375
Small,Baseline,536,2,10,46100,0.023715656044774734,0.025165029557245595,0.053445987360357966,,,,0.010236416943371296
Small,PCA,100,2,10,46,0.06936973954536417,0.07174353708834476,0.058957156218019086,,,0.9996598077833648,0.01656975003425032
Small,Random Projection,100,2,10,46,0.047257183645579744,0.04135560373782753,0.06667039166813417,,,,0.012106999987736344
Small,Baseline,536,2,10,46200,0.06860926941475179,0.0532777010276812,0.04594751764598845,,,,0.01276249997317791
Small,PCA,200,2,10,46,0.06936973954536417,0.07174353708834476,0.05892838719703954,,,0.9999999664458754,0.019718041003216058
Small,Random Projection,200,2,10,46,0.026387979546000778,0.02508907962175096,0.07118561478196864,,,,0.011555874953046441
Medium,Baseline,561,6,10,46002,0.4549249500915282,0.5832664512032797,0.14529277283322126,,,,0.8037214169744402
Medium,PCA,2,6,10,46,0.2557770039009861,0.43087818113756526,0.4502829959591413,,,0.6746746270487901,0.0686068749637343
Medium,Random Projection,2,6,10,46,0.24389327449662163,0.36280475050031713,0.32244897116723786,,,,0.06569229095475748
Medium,Baseline,561,6,10,46005,0.4569715024447377,0.5846604474844589,0.14586758512817696,,,,0.5604193749604747
Medium,PCA,5,6,10,46,0.462050910772964,0.5863377848953789,0.3727036710356963,,,0.751587462654516,0.14321875001769513
Medium,Random Projection,5,6,10,46,0.41036369441188547,0.5329973002266714,0.1977625718696737,,,,0.06045591604197398
Medium,Baseline,561,6,10,46010,0.4566413551282317,0.5843990593175667,0.1465928598986465,,,,0.7664937919471413
Medium,PCA,10,6,10,46,0.45875836470596953,0.5863798467994892,0.28019112526664963,,,0.8050387180555126,0.1019220010493882
Medium,Random Projection,10,6,10,46,0.4769888074484573,0.5763162801122644,0.1762563242192956,,,,0.06599741603713483
Medium,Baseline,561,6,10,46020,0.45455998541552733,0.5830859427429937,0.1449824581315494,,,,0.7607437500264496
Medium,PCA,20,6,10,46,0.4540176832138576,0.582507068500332,0.22150202272669653,,,0.8578471115500221,0.0963067919947207
Medium,Random Projection,20,6,10,46,0.45014039691076796,0.5734830134533894,0.155242470365248,,,,0.08367916598217562
Medium,Baseline,561,6,10,46050,0.455755085259575,0.5842556779696726,0.14532120620473768,,,,0.6391872499953024
Medium,PCA,50,6,10,46,0.4564359981426524,0.5842669861695321,0.1753022411422174,,,0.9308630670765421,0.13105283305048943
Medium,Random Projection,50,6,10,46,0.4618346872612412,0.5843908596984999,0.13395067968535185,,,,0.10229162499308586
Medium,Baseline,561,6,10,46100,0.4549249500915282,0.5832664512032799,0.14529277283322126,,,,0.6823731669574045
Medium,PCA,100,6,10,46,0.45590489567264664,0.5842995743885043,0.15450032705572567,,,0.9730111912684988,0.28320016706129536
Medium,Random Projection,100,6,10,46,0.426262374090007,0.5611816838239947,0.13304861349690902,,,,0.1902766659623012
Medium,Baseline,561,6,10,46200,0.45530518882075827,0.5835522008622046,0.1447147915279028,,,,1.5025750420172699
Medium,PCA,200,6,10,46,0.45696281616209333,0.5846540893103623,0.14726693224695547,,,0.9953591250019421,0.4183397500310093
Medium,Random Projection,200,6,10,46,0.44478612893535946,0.5762111191533893,0.14332409042872282,,,,0.2746786259813234
Medium,Baseline,561,6,10,46500,0.454831385509881,0.5832384825706508,0.14448806009274962,,,,0.5847402910003439
Medium,PCA,500,6,10,46,0.4549249500915282,0.5832664512032797,0.14529277283322123,,,0.9999999999999994,0.9665982919977978
Medium,Random Projection,500,6,10,46,0.4449042709980957,0.5772272821149519,0.14487191107015351,,,,1.4315060829976574
Large,Baseline,784,10,10,46002,0.34858074618235363,0.5124850882563813,0.15440405669959578,,,,21.33692254201742
Large,PCA,2,10,10,46,0.26220445059873243,0.4179891337659645,0.39608525596573624,,,0.46739021811509207,0.37126233300659806
Large,Random Projection,2,10,10,46,0.11701496573397742,0.22195152779679328,0.32701069981165626,,,,0.3564574579941109
Large,Baseline,784,10,10,46005,0.34860002924368816,0.5124959660746818,0.15440281245616885,,,,10.031084583024494
Large,PCA,5,10,10,46,0.33431745678061897,0.48619271882063747,0.3157527470161411,,,0.6157128177289273,0.4630139580112882
Large,Random Projection,5,10,10,46,0.22783105078464022,0.3312222219984938,0.20130527998145123,,,,0.34613537503173575
Large,Baseline,784,10,10,46010,0.34940631583467524,0.5128973287236689,0.15468137108767666,,,,13.978462875005789
Large,PCA,10,10,10,46,0.3480008946004949,0.5105609155649355,0.2928582598624454,,,0.7195458980888265,0.5627951660426334
Large,Random Projection,10,10,10,46,0.3124049474125117,0.4330886812358776,0.17030287334052518,,,,0.48192295798799023
Large,Baseline,784,10,10,46020,0.34858074618235363,0.5124850882563813,0.15440405669959578,,,,14.17981120798504
Large,PCA,20,10,10,46,0.3802725542586322,0.5250015994961663,0.22403942488051679,,,0.7848278490948407,1.1187985409633256
Large,Random Projection,20,10,10,46,0.37101271064255176,0.4908512793580412,0.1577104837615872,,,,0.7405434579704888
Large,Baseline,784,10,10,46050,0.3493056924781105,0.5128296369412216,0.15462173827058207,,,,12.34787270904053
Large,PCA,50,10,10,46,0.34937847238508934,0.5128814664301574,0.20141910581120157,,,0.8625453344035788,1.0476788750384003
Large,Random Projection,50,10,10,46,0.40070984880125093,0.5149564814574769,0.1414359031724113,,,,1.040529542020522
Large,Baseline,784,10,10,46100,0.3492321034427807,0.512755767807348,0.1546803609896738,,,,12.703560457972344
Large,PCA,100,10,10,46,0.3494157616971305,0.5128483232957143,0.18084557023531955,,,0.9123100962431275,1.6686352499527857
Large,Random Projection,100,10,10,46,0.38274074849606826,0.521297813300125,0.14203462496272276,,,,1.3749794999603182
Large,Baseline,784,10,10,46200,0.34858074618235363,0.5124850882563813,0.15440405669959578,,,,8.151988958998118
Large,PCA,200,10,10,46,0.34848456412052065,0.51241368877734,0.16674483441687377,,,0.9536634114273629,2.9604078339762054
Large,Random Projection,200,10,10,46,0.3426125832237178,0.5061407546756617,0.1581479688453661,,,,2.070714582921937
Large,Baseline,784,10,10,46500,0.34858074618235363,0.5124850882563813,0.15440405669959578,,,,11.61227758298628
Large,PCA,500,10,10,46,0.3493056924781105,0.5128296369412217,0.1563969502533812,,,0.9926156786617941,7.528466708026826
Large,Random Projection,500,10,10,46,0.34971172770231207,0.5067847115189225,0.1481486745051874,,,,4.903204792004544
